"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"540","ballistics|detective|friend|gun|sexual abuse","Crime, Drama, Mystery","$ 90135191","$ 25000000","English","USA, Australia",7.9,236,"2003-10-24","2003","Mystic River (2003)"
"541","boxing|boxing trainer|death|suicide attempt|women boxing","Drama, Sport","$ 100492203","$ 30000000","English, Irish","USA",8.1,266,"2005-02-18","2005","Million Dollar Baby (2005)"
"542","farm|female protagonist|hannah montana|horseback riding|overalls","Comedy, Drama, Family","$ 79576189","$ 30000000","English","USA",4.5,136,"2009-05-01","2009","Hannah Montana: The Movie (2009)"
"543","fight|memory|teenager|undead|zombie","Comedy, Horror, Romance","$ 66380662","$ 35000000","English","USA, Canada",6.9,467,"2013-02-07","2013","Warm Bodies (2013)"
"544","chase|future|surprise ending|time loop|time travel","Action, Drama, Sci-Fi","$ 66486205","$ 30000000","English, French","USA, China",7.4,620,"2013-01-31","2013","Looper (2013)"
"545","angel|butler|heaven|manhattan new york city|reincarnation","Comedy, Fantasy","$ 64186502","$ 49000000","English","Germany, Canada, Australia, USA",5.5,61,"2001-02-16","2001","Down to Earth (2001)"
"546","baby|book|cartoon on tv|female protagonist|male anorexia","Comedy, Romance","$ 60494212","$ 30000000","English","USA",6,147,"2009-07-24","2009","Baby Mama (2009)"
"547","1920s|golden age|midnight|paris france|time travel romance","Comedy, Fantasy, Romance","$ 56817045","$ 17000000","English, French, Spanish, German","Spain, USA, France",7.7,528,"2011-12-02","2011","Midnight in Paris (2011)"
"548","1960s|1970s|california|cocaine|wealth","Biography, Crime, Drama","$ 52990775","$ 53000000","English","USA, Mexico",7.6,141,"2001-09-21","2001","Blow (2001)"
"549","chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy","Adventure, Comedy, Drama","$ 53032453","$ 30000000","English, Italian, Spanish","USA",6.5,163,"2010-08-25","2010","Letters to Juliet (2010)"
"550","critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs","Action, Crime, Drama","$ 46889293","$ 30000000","English, Spanish","USA, Mexico, Hong Kong",7.6,545,"2015-09-24","2015","Sicario (2015)"
"551","evil|fight|hell|psychic|psychologist","Horror, Thriller","$ 42100625","$ 30000000","English, Spanish, Hungarian, Czech","USA",6.5,425,"2009-09-11","2009","Drag Me to Hell (2009)"
"552","africa|eyeglasses|money|texas|veteran","Comedy, Drama, Family","$ 42070939","$ 30000000","English","USA",7.5,84,"2003-09-19","2003","Secondhand Lions (2003)"
"553","dance|dance crew|dancer|mortgage|new york city","Drama, Music, Romance","$ 42400223","$ 30000000","English","USA",6.2,144,"2010-08-06","2010","Step Up 3D (2010)"
"554","bikini|female surfer|sister sister relationship|surfing contest|swimsuit","Drama, Romance, Sport","$ 40390647","$ 25000000","English","USA, Germany",5.7,57,"2003-05-30","2003","Blue Crush (2003)"
"555","assassin|female warrior|martial arts|playground|training","Action, Drama, Thriller","$ 40259119","$ 30000000","English, French, German, Italian, Arabic, Spanish","USA, UK, Germany",6.8,432,"2011-08-12","2011","Hanna (2011)"
"556","hope|key|machine|number|rag doll","Animation, Action, Adventure","$ 31749894","$ 30000000","English","USA",7.1,276,"2009-09-09","2009","9 (2009)"
"557","clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect","Comedy, Drama, Romance","$ 2216","$ 30000000","English","USA",4.9,7,"2005-09-09","2005","Side Effects (2005)"
"558","cave|expedition|panic|rebreather|underwater","Action, Adventure, Drama","$ 23209310","$ 30000000","English","USA, Australia",5.9,251,"2011-02-11","2011","Sanctum (2011)"
"559","argument|evidence|fingerprints|murder|murder weapon","Action, Crime, Drama","$ 21148651","$ 30000000","English","USA, France",7.4,239,"2011-04-08","2011","The Next Three Days (2011)"
"560","boy|disease|hemophagia|speed|vampire","Action, Sci-Fi","$ 18535812","$ 30000000","English, Vietnamese","USA",4.4,161,"2006-06-16","2006","Ultraviolet (2006)"
"561","criminal|mobster|new year's eve|police|sergeant","Action, Crime, Drama","$ 20040895","$ 30000000","English, Serbian","France, USA",6.3,72,"2005-12-09","2005","Assault on Precinct 13 (2005)"
"562","dna|experiment|genetics|interspecies sex|scientist","Drama, Horror, Sci-Fi","$ 17010170","$ 30000000","English, French","Canada, France, USA",5.7,379,"2010-06-13","2010","Splice (2010)"
"563","gambling|novel|stenographer|writer|writer's block","Comedy, Romance","$ 14218698","$ 30000000","English, French","USA",5.6,74,"2004-01-16","2004","Alex & Emma (2004)"
"564","dream|mental institution|padded cell|serial killer|suicide attempt","Drama, Fantasy, Thriller","$ 12017369","$ 30000000","English","USA",5.5,64,"1999-05-21","1999","In Dreams (1999)"
"565","costa rica|fbi agent|gambling|money|online gambling","Crime, Thriller","$ 19316646","$ 30000000","English, Spanish","USA",5.6,188,"2013-10-24","2013","Runner Runner (2013)"
"566","one word title|paddock|supercross|swimming pool|winning","Action, Drama, Romance","$ 3102550","$ 16000000","English","USA",4.3,40,"2005-08-17","2005","Supercross (2005)"
"567","book|children|friend|illustrator|letter","Biography, Drama","$ 3005605","$ 30000000","English","UK, USA, Isle Of Man",6.9,124,"2007-02-02","2007","Miss Potter (2007)"
"568","armor|general|king|princess|slave","Action, Drama, Fantasy","$ 669625","HKD 60000000","Mandarin","China, South Korea, USA",5.6,87,"2005-12-15","2005","The Promise (2005)"
"569","armor|general|king|princess|slave","Action, Adventure, Drama","$ 8224288","$ 90000000","English, Armenian, German, French, Turkish","Spain, USA",6,218,"2017-04-21","2017","The Promise (2017)"
"570","female fighter|island|martial arts|parachute|tournament","Action, Adventure, Mystery","$ 480813","$ 21000000","English","UK, Germany, Japan, USA",4.8,123,"2006-09-08","2006","DOA: Dead or Alive (2006)"
"571","africa|biker|church|orphanage|preacher","Action, Biography, Crime","$ 538690","$ 30000000","English, Arabic, Acholi","USA",6.8,141,"2011-11-02","2011","Machine Gun Preacher (2011)"
"572","2010s|a cappella|box office hit|second part|sequel","Comedy, Music","$ 184296230","$ 29000000","English, German","USA",6.4,242,"2015-05-28","2015","Pitch Perfect 2 (2015)"
"573","business|girl scouts|orphanage|overweight woman|quitting a job","Comedy","$ 63285885","$ 29000000","English","USA",5.4,179,"2016-06-16","2016","The Boss (2016)"
"574","college|drugs|patient|psychologist|secret","Comedy, Drama","$ 4555459","$ 28000000","English","USA",6.8,71,"2000-07-28","2000","Mumford (2000)"
"575","gulf war veteran|morgue|shot in the head|vermont|veteran","Drama, Fantasy, Mystery","$ 6303762","$ 29000000","English","Germany, USA",7.1,154,"2005-04-01","2005","The Jacket (2005)"
"576","arab|genie|magic|princess|reference to a thousand and one nights","Animation, Adventure, Comedy","$ 217350219","$ 28000000","English","USA",8,155,"1993-12-03","1993","Aladdin (1993)"
"577","arab|genie|magic|princess|reference to a thousand and one nights","Adventure, Family, Fantasy","$ 355559216","$ 183000000","English, Arabic","UK, USA, Australia",7,349,"2019-05-22","2019","Aladdin (2019)"
"578","concert|gangsta rap|hip hop|nwa|rap music","Biography, Drama, History","$ 161197785","$ 28000000","English","USA",7.8,384,"2015-10-01","2015","Straight Outta Compton (2015)"
"579","absent father|big brother|community service|live action role playing|peter pan syndrome","Comedy","$ 67294270","$ 28000000","English","Germany, USA",6.8,171,"2009-05-22","2009","Role Models (2009)"
"580","1980s|hockey|ice hockey|olympics|soviet union","Biography, Drama, History","$ 64378093","$ 28000000","English","Canada, USA",7.5,123,"2004-07-23","2004","Miracle (2004)"
"581","bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas","Comedy, Drama","$ 63914167","$ 28000000","English","USA",6.6,229,"2014-01-23","2014","Last Vegas (2014)"
"582","fashion|malaysia|male model|reporter|rival","Comedy","$ 45172250","$ 28000000","English","Germany, USA",6.5,131,"2002-07-12","2002","Zoolander (2002)"
"583","candle|cat|halloween|spell|virgin","Comedy, Family, Fantasy","$ 39514713","$ 28000000","English, French","USA",6.9,58,"1994-01-14","1994","Hocus Pocus (1994)"
"584","comic book|female killer|hit in the crotch|narrated by character|reference to batman","Action, Comedy, Crime","$ 48071303","$ 30000000","English","UK, USA, China",7.6,467,"2011-04-01","2011","Kick-Ass (2011)"
"585","bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal","Action, Comedy, Crime","$ 37053924","$ 28000000","English, German, Spanish","USA",6.1,226,"2011-10-21","2011","30 Minutes or Less (2011)"
"586","18th century|highlands|scotland|sexual cruelty|sword fight","Adventure, Biography, Drama","$ 31596911","$ 28000000","English","UK",6.9,47,"1995-05-18","1995","Rob Roy (1995)"
"587","cancer|estranged wife|leather dress|spy|terrorist","Action, Drama, Thriller","$ 30697999","$ 28000000","English, French, German, Serbian","USA, France, Serbia",6.2,227,"2014-06-05","2014","3 Days to Kill (2014)"
"588","chinese|dalai lama|lama|tibet|tibetan","Biography, Drama, History","$ 5684789","$ 28000000","English, Tibetan, Mandarin","USA, Monaco, Morocco",7,76,"1998-03-26","1998","Kundun (1998)"
"589","hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero","Action, Comedy, Crime","$ 28795985","$ 28000000","English","UK, USA, Japan",6.5,359,"2013-08-15","2013","Kick-Ass 2 (2013)"
"590","bare chested male bondage|crime lord|die hard scenario|two word title|undercover","Action, Crime, Thriller","$ 20396829","$ 28000000","English, Chinese","France, Canada, USA, Spain",5.7,187,"2014-05-01","2014","Brick Mansions (2014)"
"591","earl of oxford|play|queen|rebellion|shakespeare play","Drama, Thriller","$ 4463292","$ 30000000","English, French, Italian, Greek, Ancient (to 1453)","UK, Germany, USA",6.9,293,"2011-11-18","2011","Anonymous (2011)"
"592","memory|murder|neo noir|retrofuturism|tech noir","Mystery, Sci-Fi, Thriller","$ 14378331","$ 27000000","English","Australia",7.6,216,"1998-09-25","1998","Dark City (1998)"
"593","bank robber|brother brother relationship|crime spree|explosive|train","Action, Crime, Drama","$ 10452012","$ 27000000","English","USA",6.1,65,"1998-03-27","1998","The Newton Boys (1998)"
"594","death|fear|hairy chest|social worker|spinning in chair","Horror, Mystery, Thriller","$ 13261851","$ 26000000","English","USA, Canada",6.2,176,"2010-10-01","2010","Case 39 (2010)"
"595","fbi|fbi agent|murder|salesman|serial killer","Crime, Horror, Mystery","$ 8725813","$ 27000000","English","UK, Germany, USA",5.8,108,"2005-03-25","2005","Suspect Zero (2005)"
"596","actor|audition|muse|playwright|theater","Comedy, Drama, History","$ 100317794","$ 25000000","English","USA, UK",7.1,130,"1999-02-26","1999","Shakespeare in Love (1999)"
"597","airport|flight|hotel|hotel manager|plane","Thriller","$ 57891803","$ 26000000","English, Russian","USA",6.4,222,"2005-10-21","2005","Red Eye (2005)"
"598","car accident|death|freak accident|hospital|premonition","Horror, Thriller","$ 46961214","$ 26000000","English","USA, Canada",6.2,187,"2003-08-14","2003","Final Destination 2 (2003)"
"599","angel|diner|faith|human race|religious faith","Action, Fantasy, Horror","$ 40168080","$ 26000000","English","USA",5.2,230,"2010-03-12","2010","Legion (2010)"
"600","company|corporate takeover|executive|magazine|new boss","Comedy, Drama, Romance","$ 45806659","$ 26000000","English","USA",6.4,140,"2005-03-25","2005","In Good Company (2005)"
"601","frozen time|stopped time|time freeze|watch|wristwatch","Action, Adventure, Comedy","$ 36989956","$ 26000000","English","USA",5.2,65,"2002-07-26","2002","Clockstoppers (2002)"
"602","afghanistan|death of soldier|presumed dead|prisoner|war trauma","Action, Drama, Thriller","$ 28544157","$ 26000000","English","USA",7.1,221,"2009-12-23","2009","Brothers (2009)"
"603","afghanistan|death of soldier|presumed dead|prisoner|war trauma","Action, Drama, Sport","$ 613775","$ 10205000","Hindi, English","India, USA",6.5,33,"2015-08-14","2015","Brothers (2015)"
"604","delaware|erotica|money|pursuit|sex scene","Drama, Mystery, Romance","$ 16534221","$ 42000000","English, German, Japanese, Latin, Spanish","France, Mexico, USA",6.1,92,"2001-11-16","2001","Original Sin (2001)"
"605","mask|murder|newspaper|poem|serial killer","Crime, Mystery, Thriller","$ 16008272","$ 26000000","English","USA, Spain, Hungary, Serbia",6.4,273,"2012-03-23","2012","The Raven (2012)"
"606","diamond|necklace|safecracker|wine|wine dealer","Crime, Drama, Thriller","$ 1094668","$ 22000000","English","USA, UK",6,47,"1997-01-30","1997","Blood and Wine (1997)"
"607","dolphin|florida|florida keys|summer|vomiting","Adventure, Family","$ 20080020","$ 25530000","English","USA",5.3,24,"1996-08-30","1996","Flipper (1996)"
"608","cancer|elderly man|funeral|medical|transhumanism","Action, Mystery, Sci-Fi","$ 12279691","$ 26000000","English","USA",6.5,194,"2015-09-10","2015","Self/less (2015)"
"609","gang|gang rape|hmong|teenager|widower","Drama","$ 148095302","$ 33000000","English, Hmong","Germany, USA",8.1,372,"2009-03-13","2009","Gran Torino (2009)"
"610","bible|cabinet meeting|dog|drinking|family relationships","Biography, Comedy, Drama","$ 25534493","$ 25100000","English, Spanish","USA, Australia, Hong Kong, Switzerland, China",6.3,235,"2008-10-17","2008","W. (2008)"
"611","german|german soldier|jew|jewish|nazi","Biography, Drama, History","$ 96898818","$ 22000000","English, Hebrew, German, Polish, Latin","USA",8.9,232,"1994-03-11","1994","Schindler's List (1994)"
"612","black servant|chocolate pie|jackson mississippi|maid|writing a novel","Drama","$ 169708112","$ 25000000","English","USA",8,394,"2012-01-20","2012","The Help (2012)"
"613","elm street|freddy krueger|jason voorhees|serial killer|slasher","Action, Horror","$ 82622655","$ 30000000","English","Canada, USA",5.7,296,"2003-10-10","2003","Freddy vs. Jason (2003)"
"614","brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel","Action, Adventure, Horror","$ 80048433","$ 25000000","English, Russian","USA",7,469,"2008-02-01","2008","Cloverfield (2008)"
"615","chocolate|chocolate shop|food|france|village","Drama, Romance","$ 71509363","$ 25000000","English, French","UK, USA",7.2,104,"2001-02-23","2001","Chocolat (2001)"
"616","chores|father figure|helicopter parents|in laws|punishment","Comedy, Family","$ 77267296","$ 25000000","English","USA",6,140,"2013-07-11","2013","Parental Guidance (2013)"
"617","cigar smoking|cowboy|duel|outlaw|tombstone arizona","Action, Biography, Drama","$ 56505065","$ 25000000","English, Latin","USA",7.8,94,"1994-04-01","1994","Tombstone (1994)"
"618","amusement park|death|fate|premonition|roller coaster","Horror, Thriller","$ 54098051","$ 25000000","English","USA",5.8,224,"2006-03-24","2006","Final Destination 3 (2006)"
"619","christmas|holiday|madea series|rural setting|stubbornness","Comedy, Drama, Romance","$ 52543354","$ 25000000","English","USA",4.9,26,"2013-12-13","2013","A Madea Christmas (2013)"
"620","alaska|leadership|snow|survival|wilderness","Action, Adventure, Drama","$ 51580236","$ 25000000","English, Spanish","USA",6.8,423,"2012-12-05","2012","The Grey (2012)"
"621","boss|ghetto|money|robber|robbery","Drama","$ 15843","$ 200000","English","USA",5.8,10,"1998-11-13","1998","Nothing to Lose (1998)"
"622","cocaine|contraband|drug lord|prison|smuggling","Action, Crime, Drama","$ 66528000","$ 25000000","English, Spanish","USA, UK, France",6.5,272,"2012-07-25","2012","Contraband (2012)"
"623","african american|cadillac|disguise|secret agent|undercover","Action, Comedy","$ 39089928","$ 25000000","English","USA",5.8,73,"2003-05-30","2003","Undercover Brother (2003)"
"624","action hero|chinese|forced prostitution|one man army|title spoken by character","Action, Crime, Drama","$ 36845124","$ 25000000","English, French, Mandarin","France, USA",6.6,123,"2001-11-30","2001","Kiss of the Dragon (2001)"
