"","plot_keywords","genre","usa_gross_income","budget","language","country","avg_vote","reviews_from_critics","date_published","year","title_and_year"
"440","alien|geek|nerd|road trip|ufo","Adventure, Comedy, Sci-Fi","$ 37412945","$ 40000000","English, Klingon","USA, UK",7,352,"2011-06-01","2011","Paul (2011)"
"441","author|book|deputy|murder|sheriff","Horror, Mystery","$ 38180928","$ 40000000","English","USA",6.1,434,"2011-04-15","2011","Scream 4 (2011)"
"442","death|paris france|rock band|singer|the doors","Biography, Drama, Music","$ 34416893","$ 38000000","English","USA, France",7.2,87,"1991-09-27","1991","The Doors (1991)"
"443","blood splatter|death|eyeball run over by car|latex gloves|suspension bridge","Horror, Thriller","$ 42587643","$ 40000000","English, Cantonese","USA, Canada",5.8,287,"2011-10-07","2011","Final Destination 5 (2011)"
"444","bodyguard|bully|generation y|high school|nerd","Action, Comedy, Crime","$ 32862104","$ 40000000","English","USA",5.7,144,"2008-07-11","2008","Drillbit Taylor (2008)"
"445","job offer|roller coaster|slow motion action scene|slow motion sequence|television","Drama","$ 28409","","English","USA, Canada",6.6,2,"1993-09-17","1993","Morning Glory (1993)"
"446","male frontal nudity|male pubic hair|prison|pubic hair|violence","Biography, Crime, Drama","$ 30985352","$ 40000000","English, Spanish","USA, Canada",5.4,98,"2005-11-09","2005","Get Rich or Die Tryin' (2005)"
"447","aids|hiv positive|lawyer|new york city|roommate","Drama, Musical, Romance","$ 29077547","$ 40000000","English","USA",6.9,86,"2006-04-14","2006","Rent (2006)"
"448","female in a shower|female nudity|premarital sex|sex scene|woman wearing a miniskirt","Action, Drama, Thriller","$ 36665854","$ 40000000","English, Spanish","France, Mexico, USA, Canada",6.4,205,"2011-07-27","2011","Colombiana (2011)"
"449","drug dealer|mayor|new york city|probation|scandal","Drama, Thriller","$ 20340204","$ 40000000","English","USA",6.2,52,"1996-03-22","1996","City Hall (1996)"
"450","cult film|lap dance|lap dancing|stripper|striptease","Drama","$ 20350754","$ 45000000","English","France, USA",4.9,173,"1995-10-26","1995","Showgirls (1995)"
"451","austria|cake|france|queen|versailles","Biography, Drama, History","$ 15962471","$ 40000000","English, Latin, French","USA, France, Japan",6.4,259,"2006-11-17","2006","Marie Antoinette (2006)"
"452","christmas|resort|thailand|tourist|tsunami","Drama, History, Thriller","$ 19019882","$ 45000000","English, Thai, Swedish","Spain, Thailand, USA",7.6,384,"2013-01-31","2013","The Impossible (2013)"
"453","cider|farm|farmer|fox|tale","Animation, Adventure, Comedy","$ 21002919","$ 40000000","English, French","USA, UK",7.9,353,"2010-04-02","2010","Fantastic Mr. Fox (2010)"
"454","best friend|commitment|friend|limousine driver|one night stand","Comedy, Drama, Romance","$ 13399812","$ 60000000","English","UK, USA",6.2,137,"2005-03-04","2005","Alfie (2005)"
"455","band|masturbation|reunion|singer|tribute","Comedy, Drama, Music","$ 12082391","","English","USA",6.4,82,"2009-07-17","2009","Soul Men (2009)"
"456","alien|android|bomb|future|weapon","Drama, Mystery, Sci-Fi","$ 6285176","$ 30000000","English","USA",6.2,83,"2002-06-28","2002","Impostor (2002)"
"457","astronaut|earth|future|icarus|sun","Drama, History, Romance","$ 5096267","","English, French","Germany, Austria, Canada, Hungary, France, UK, USA",7.5,69,"1999-12-17","1999","Sunshine (1999)"
"458","astronaut|earth|future|icarus|sun","Sci-Fi, Thriller","$ 3675753","GBP 26000000","English","UK, USA",7.2,275,"2007-04-20","2007","Sunshine (2007)"
"459","assassination|blood vomiting|death|hit squad|mercenary","Action, Crime, Drama","$ 10664749","$ 40000000","English, Spanish","USA, Spain, UK, France",5.8,237,"2015-05-07","2015","The Gunman (2015)"
"460","binoculars|electronic tag|house arrest|neighbor|watching someone","Crime, Drama, Mystery","$ 80209692","$ 20000000","English, Spanish","USA",6.8,247,"2007-08-17","2007","Disturbia (2007)"
"461","computer|computer virus|cyberpunk|fight the system|sexual fantasy","Comedy, Crime, Drama","$ 7563728","$ 20000000","English, Italian, Japanese, Russian","USA",6.3,95,"1995-09-15","1995","Hackers (1995)"
"462","closed ecological system|perpetual winter|population control|revolt|train","Action, Drama, Sci-Fi","$ 4563650","$ 39200000","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",7.1,490,"2014-02-27","2014","Snowpiercer (2014)"
"463","dog|life|remake by original director|science|stop motion animation","Animation, Comedy, Family","$ 35291068","$ 39000000","English","USA",6.9,389,"2013-01-17","2013","Frankenweenie (2013)"
"464","alliance|cannibalism|future|operative|planet","Action, Adventure, Sci-Fi","$ 25514517","$ 39000000","English, Mandarin","USA",7.8,203,"2005-11-25","2005","Serenity (2005)"
"465","boxer|boxing|boxing arena|boxing manager|directed by co star","Biography, Drama, Romance","$ 5884190","$ 39000000","English","USA, Germany",5.3,75,"2004-07-02","2004","Against the Ropes (2004)"
"466","challenge|china|hong kong|martial arts|martial arts master","Action, Biography, Drama","$ 6594959","$ 38600000","Mandarin, Cantonese, Japanese","Hong Kong, China",6.6,283,"2013-09-19","2013","The Grandmaster (2013)"
"467","bully|co worker|divorce|fight|karate","Comedy, Drama","$ 22771646","$ 38000000","English","USA",5.5,52,"2003-02-21","2003","Joe Somebody (2003)"
"468","cover band|fired from a job|heavy metal|rock star|tribute band","Drama, Music","$ 17008282","$ 57000000","English","USA",6.3,97,"2001-11-30","2001","Rock Star (2001)"
"469","abuse|african american lesbian|lesbian|lesbian couple|school","Drama","$ 47566524","$ 10000000","English, Italian","USA",7.3,332,"2010-11-26","2010","Precious (2010)"
"470","alien|left for dead|mercenary|survival|vomiting","Action, Adventure, Sci-Fi","$ 42025135","$ 38000000","English","Canada, USA",6.4,311,"2013-09-05","2013","Riddick (2013)"
"471","army|mexican|orphan|texas|texas ranger","Action, Adventure, Drama","$ 623374","$ 38000000","English","USA, Mexico",5.2,31,"2002-07-12","2002","Texas Rangers (2002)"
"472","drifter|past life regression|psychological testing|right hand man|scientology","Drama","$ 16377274","$ 32000000","English, Filipino","USA",7.2,503,"2013-01-03","2013","The Master (2013)"
"473","african american|coach|football movie|nonlinear timeline|syracuse university","Biography, Drama, Sport","$ 9793406","$ 40000000","English","USA, Germany",7.3,86,"2008-10-10","2008","The Express (2008)"
"474","bank manager|bank robbery|criminal gang|heist|prison","Crime, Drama, Thriller","$ 92186262","$ 37000000","English","USA",7.5,394,"2010-10-08","2010","The Town (2010)"
"475","1970s|female rear nudity|formula 1|rivalry|sex with a nurse","Action, Biography, Drama","$ 26947624","$ 38000000","English, German, Italian, French, Spanish","UK, Germany, USA",8.1,425,"2013-09-19","2013","Rush (2013)"
"476","abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline","Drama","$ 22455976","$ 37000000","English, German, French","USA",8,219,"2000-03-17","2000","Magnolia (2000)"
"477","blood|high school|love|school|vampire","Crime, Drama, Mystery","$ 15055091","$ 37000000","English","USA",6.2,74,"1998-03-06","1998","Twilight (1998)"
"478","blood|high school|love|school|vampire","Drama, Fantasy, Romance","$ 193962473","$ 37000000","English","USA",5.2,359,"2008-11-21","2008","Twilight (2008)"
"479","health care|heart transplant|hospital|hostage|insurance","Crime, Drama, Thriller","$ 71756802","$ 36000000","English, Spanish","USA",7.1,100,"2002-05-10","2002","John Q (2002)"
"480","autistic son|cancer|female protagonist|new york city|son","Biography, Comedy, Drama","$ 2962465","$ 44000000","English","UK, Germany, Canada, Japan, USA",5.4,62,"2000-01-28","2000","Isn't She Great (2000)"
"481","alderman|party|president|presidential candidate|washington d.c.","Comedy","$ 38125247","$ 35200000","English","USA",5.5,48,"2003-07-25","2003","Head of State (2003)"
"482","1950s|cancer|hong kong|martial arts school|wing chun","Action, Biography, Drama","$ 2679437","$ 36000000","Cantonese, English","China, Hong Kong",7.1,85,"2016-06-18","2016","Ip Man 3 (2016)"
"483","american football|based on true story|football star|high school football|left tackle","Biography, Drama, Sport","$ 255959475","$ 29000000","English","USA",7.6,274,"2009-11-20","2009","The Blind Side (2009)"
"484","brother sister relationship|espionage|rescue|secret agent|spy","Action, Adventure, Comedy","$ 112719001","$ 35000000","English, Spanish","USA",5.5,123,"2001-08-24","2001","Spy Kids (2001)"
"485","based on true story|blackjack|card counting|gambling|massachusetts institute of technology","Crime, Drama, History","$ 81159365","$ 35000000","English","USA",6.8,152,"2008-04-18","2008","21 (2008)"
"486","1950s|call girl|corruption|murder|police detective","Crime, Drama, Mystery","$ 64616940","$ 35000000","English","USA",8.2,132,"1997-11-07","1997","L.A. Confidential (1997)"
"487","academy award|gay|high school|reporter|teacher","Comedy, Romance","$ 63856929","$ 35000000","English","USA",6.4,78,"1998-01-13","1998","In & Out (1998)"
"488","martial arts master|monster|new york city|turtle|warrior","Animation, Action, Adventure","$ 54149098","$ 34000000","English","Hong Kong, USA",6.2,195,"2007-06-22","2007","TMNT (2007)"
"489","author|disney|loss of father|reference to walt disney|suppression of emotion","Biography, Comedy, Drama","$ 83301580","$ 35000000","English","USA, UK, Australia",7.5,422,"2014-02-20","2014","Saving Mr. Banks (2014)"
"490","african american|black history|civil rights|ku klux klan|nation of islam","Biography, Drama, History","$ 48169910","$ 33000000","English","USA, Japan",7.7,74,"1993-03-16","1993","Malcolm X (1993)"
"491","fbi|mafia|money|racial slur|singer","Biography, Crime, Drama","$ 41909762","$ 35000000","English, Italian, Japanese","USA",7.7,114,"1997-11-07","1997","Donnie Brasco (1997)"
"492","amnesia|quarantine|special forces|virus|zombie","Action, Horror, Sci-Fi","$ 40119709","$ 33000000","English","UK, Germany, USA",6.7,238,"2002-07-05","2002","Resident Evil (2002)"
"493","ghost|haunted|haunting|house|paranormal investigator","Horror, Thriller","$ 47425125","$ 35000000","English","USA, Canada",4.9,287,"2015-07-02","2015","Poltergeist (2015)"
"494","corporation|death|ex partner|hallucination|police detective","Action, Crime, Drama","$ 40689393","$ 35000000","English, Russian, Spanish","USA, Canada",5.4,232,"2008-11-28","2008","Max Payne (2008)"
"495","currency|future|murder|on the run|time","Action, Sci-Fi, Thriller","$ 37520095","$ 40000000","English","USA",6.7,373,"2012-02-17","2012","In Time (2012)"
"496","14th century|king|knight|sword duel|time travel","Adventure, Comedy, Fantasy","$ 33426971","$ 50000000","English","USA",4.9,50,"2003-06-27","2003","Black Knight (2003)"
"497","cheating wife|film camera|hasselblad camera|leica camera|medium format camera","Drama, Romance","$ 33987757","$ 27000000","English","USA, UK",7.2,206,"2004-12-10","2004","Closer (2004)"
"498","agent|fbi|federal bureau of investigation|gay relationship|secret","Biography, Drama, Romance","$ 37306030","$ 35000000","English","USA",6.5,410,"2012-01-04","2012","J. Edgar (2012)"
"499","alien|drug lord|gang|hunter|predator","Action, Horror, Sci-Fi","$ 30669413","$ 35000000","English","USA",6.3,160,"1991-04-26","1991","Predator 2 (1991)"
"500","baby|childbirth|death|karma|publicist","Comedy, Drama, Romance","$ 25268157","$ 35000000","English","USA",6.2,123,"2004-10-22","2004","Jersey Girl (2004)"
"501","chronic traumatic encephalopathy|concussion|football|football player|pathologist","Drama","$ 42606","","English","USA",5.7,70,"2013-12-05","2013","Concussion (2013)"
"502","based on novel|college girl|midlife crisis|pittsburgh pennsylvania|professor","Comedy, Drama","$ 19393557","$ 55000000","English","USA, Germany, UK, Japan",7.2,183,"2000-10-20","2000","Wonder Boys (2000)"
"503","election|father son relationship|fellatio|gay slur|title spoken by character","Action, Crime, Drama","$ 19701164","$ 35000000","English, Spanish","USA",6.2,303,"2013-02-07","2013","Broken City (2013)"
"504","action hero|disguise|hospital|real estate agent|thief","Action, Crime, Thriller","$ 17616641","$ 35000000","English","USA",6.2,174,"2014-05-08","2014","Parker (2014)"
"505","career|player|tennis|tennis player|wimbledon","Comedy, Romance, Sport","$ 17001133","$ 31000000","English, Italian","UK, France, USA",6.3,123,"2005-06-10","2005","Wimbledon (2005)"
"506","19th century|courtship|female protagonist|princess|queen of england","Biography, Drama, History","$ 11001272","$ 35000000","English, German","UK, USA",7.3,192,"2009-03-06","2009","The Young Victoria (2009)"
"507","1950s|children|ice cube|texas|waco texas","Drama, Fantasy","$ 13303319","$ 32000000","English","USA",6.8,616,"2011-05-18","2011","The Tree of Life (2011)"
"508","dea|drug cartel|kicked in the crotch|strip club|tough girl","Action, Crime, Drama","$ 10508518","$ 35000000","English, Spanish","USA",5.7,250,"2014-03-28","2014","Sabotage (2014)"
"509","bruise|female hero|super strength|superhero|teenage superhero","Action, Adventure, Comedy","$ 11989328","$ 35000000","English","USA",4.4,61,"2006-08-11","2006","Zoom (2006)"
"510","1970s|based on true story|new york city|skyscraper|tightrope walker","Adventure, Biography, Drama","$ 10137502","$ 35000000","English, French, Czech","USA",7.3,371,"2015-10-22","2015","The Walk (2015)"
"511","anthropomorphic animal|football|kangaroo|sword and sorcery|water boy","Action, Adventure, Fantasy","$ 6524620","$ 35000000","English, Mandarin","USA, Hong Kong, China, Canada",4.8,35,"1997-05-02","1997","Warriors of Virtue (1997)"
"512","ambassador|cannes|identity|suicide|thief","Crime, Drama, Mystery","$ 6630252","$ 35000000","English, French, Spanish","France, Switzerland",6.2,160,"2002-11-22","2002","Femme Fatale (2002)"
"513","children|chinese|illegal immigrant|immigrant|male ponytail","Drama, Romance","$ 5101237","","Spanish, Chinese, Wolof","Mexico, Spain",7.5,291,"2011-02-04","2011","Biutiful (2011)"
"514","bank|money|presumed dead|rescue|thief","Action, Crime, Thriller","$ 304318","$ 35000000","English, Swedish","USA",5.5,104,"2012-09-06","2012","Stolen (2012)"
"515","africa|apartheid|nelson mandela|president|resistance","Biography, Drama, History","$ 8323085","$ 35000000","English, Afrikaans, Xhosa","UK, South Africa, France",7.1,217,"2013-11-28","2013","Mandela: Long Walk to Freedom (2013)"
"516","baby rattle|famous line|murder|passenger|snake","Action, Adventure, Crime","$ 34020814","$ 33000000","English","USA, Germany",5.4,290,"2006-09-29","2006","Snakes on a Plane (2006)"
"517","fbi|murder|scene of the crime|serial killer|therapy","Crime, Drama, Mystery","$ 28946615","$ 30000000","English, Vietnamese","USA",5.3,107,"2000-09-17","2000","The Watcher (2000)"
"518","death|family reunion|fbi|fbi agent|vigilante","Action, Crime, Drama","$ 33810189","$ 33000000","English","USA, Germany",6.4,204,"2004-07-02","2004","The Punisher (2004)"
"519","bodyguard|gang war|russian|russian mafia|triad","Drama","$ 512245","$ 1000000","English, Spanish","UK, USA",7.2,66,"1995-06-30","1995","Safe (1995)"
"520","bodyguard|gang war|russian|russian mafia|triad","Action, Crime, Thriller","$ 17142080","$ 30000000","English, Mandarin, Russian","USA",6.5,267,"2012-04-27","2012","Safe (2012)"
"521","brain tumor|genius|psionic power|telekinesis|terminal illness","Drama, Fantasy, Romance","$ 104636382","$ 32000000","English","USA",6.4,60,"1996-10-18","1996","Phenomenon (1996)"
"522","armored car|bank|falling out among thieves|heist|planning","Action, Crime, Thriller","$ 57744720","$ 32000000","English, Russian","USA",6.2,94,"2010-12-03","2010","Takers (2010)"
"523","bomber|time|time loop|train|trapped in a time loop","Action, Drama, Mystery","$ 54712227","$ 32000000","English","USA, Canada, France, Germany",7.5,535,"2011-04-29","2011","Source Code (2011)"
"524","bar|crotch shot|female full frontal nudity|female pubic hair|robbery","Drama, Thriller","$ 31504633","$ 32000000","English","Canada, USA",7.4,455,"2005-12-16","2005","A History of Violence (2005)"
